td_mean,td_std,td_rms,td_skew,td_kurt,td_peak,td_peak2peak,td_crest_factor,td_shape_factor,td_impulse_factor,td_margin_factor,spec_total_power,spec_centroid,spec_spread,spec_flatness,spec_peak_freq,spec_top1_freq,spec_top1_power,spec_top2_freq,spec_top2_power,spec_top3_freq,spec_top3_power,env_total_power,env_centroid,env_peak_freq,env_top1_freq,env_top1_power,env_top2_freq,env_top2_power,env_top3_freq,env_top3_power,wp_entropy,wp_e_0,wp_e_1,wp_e_2,wp_e_3,wp_e_4,wp_e_5,wp_e_6,wp_e_7,path,channel,label,fs_used,seg_idx
0.4080759305589739,0.19440127866348572,0.45201528983937117,-3.2243578237060673,23.92213820469523,1.000000000001,2.0,2.2123145443959684,1.051011692656049,2.325168453993203,2.388540614288062,117.57879703962418,15.935673846707806,132.68153665661794,0.00011199886685797919,0.0,158.203125,0.9711728167417522,164.0625,1.6064315240630833,210.9375,0.6104153101933149,3.8547084308654336,82.3892465753328,17.578125,11.71875,0.3700572148440914,17.578125,0.9278204883802484,23.4375,0.6277542564058151,0.02019102537037448,0.9973636989116642,1.3651772034550374e-05,0.001279017983519714,0.0013436084631903461,1.4722215257408515e-09,1.6877663389819557e-08,2.261373950409205e-09,2.2583301033146393e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,0
-0.20786758886629947,0.2664558326839316,0.3379462165395202,0.4641563977120651,5.567885037891816,1.000000000001,2.0,2.959050733695839,1.2416683213320836,3.674159557244583,4.256773303876356,47.191593132726936,71.731355824176,122.34500356075473,8.560096654457503e-05,0.0,158.203125,3.801284439920224,164.0625,4.678003442827586,210.9375,1.7422941155921738,11.45080347872414,39.23295176785922,17.578125,0.0,1.0654607283445197,11.71875,2.023136986614841,17.578125,2.745687886942648,0.022966995445167455,0.9970046692478732,0.00015175787357565867,0.0014616719071041055,0.0013818335631129582,1.7519127397557488e-08,3.0280946578028274e-08,1.3097442117861164e-08,6.510814084692041e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,1
0.4265798810487109,0.18039392095241247,0.4631547923028732,-4.119899741501723,32.288591986248456,1.000000000001,2.0,2.1591053717243303,1.0346805473733147,2.233984327852394,2.2808020818861356,127.01986069337208,4.8599690468815515,26.73197521540032,6.902447010763552e-09,0.0,158.203125,0.5511998179342921,164.0625,0.6650759284340354,210.9375,0.24732235714100326,1.969391023301543,27.596401762400742,0.0,0.0,0.8774790773437215,5.859375,0.16734415027382327,23.4375,0.18714834275385686,0.00025218346422290443,0.9999791729369438,1.9170300749937952e-05,1.1496872408970202e-06,4.987569460743294e-07,2.4281196640645168e-09,3.6072733551530866e-09,1.1208519556815075e-09,1.1618719831102845e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,2
0.028961932463010185,0.33438478074517924,0.33563667130841585,0.03271575055860799,3.300300239106812,1.000000000001,2.0,2.9794122200732414,1.3001527933612846,3.8736911205029716,4.671255782277395,40.25054425559024,175.89517482083414,59.61942815213326,1.1392716686214886e-07,164.0625,164.0625,11.606438601439626,210.9375,4.395905449108651,216.796875,2.8990530822729483,18.71027067880521,43.8774544222361,17.578125,17.578125,4.5853308762250045,23.4375,2.1228754475335117,52.734375,2.464965320565849,0.012216276022473993,0.9984379210187273,0.0014199428607579087,0.0001053369064657928,3.6118351029927404e-05,1.6046432384759062e-07,3.3986207217115754e-07,1.020710383626721e-07,7.84655807708741e-08,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,3
-0.0832325778652658,0.19147807231601774,0.20878580937639332,-0.8238552437892314,11.163298706473565,1.000000000001,2.0,4.789597544908943,1.4816753079430383,7.096628417276179,8.768362241221597,9.858798909001013,112.30519717654695,118.85192251882029,0.0002651613573605056,0.0,158.203125,1.2926521903854595,164.0625,1.500720338489549,210.9375,0.5668282912157506,3.9790875468545233,36.419475926365855,0.0,0.0,0.8441117989969791,11.71875,0.5690208421257866,17.578125,0.783854236802022,0.014628141340006909,0.9983334095765806,0.00028967219116532645,3.3496458377650777e-05,8.234267405200101e-06,0.0007382384517136257,0.00046385877996874534,5.324112263097535e-05,7.984915215019534e-05,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,4
-0.4672473898012263,0.19883311511721732,0.507793984746054,1.8424148262151752,13.361250664319204,1.000000000001,2.0,1.9693025715952437,1.0554873106020817,2.0785738750548273,2.1496840714803986,157.03318276986772,13.58630464505007,47.80591224499461,1.068858343891271e-08,0.0,158.203125,2.028240643743062,164.0625,2.957156518686964,210.9375,1.1085359804433295,4.003027126989919,50.87490595095549,29.296875,23.4375,0.6806425482110182,29.296875,0.810288940519015,52.734375,0.49478202607123456,0.0012049837477664512,0.9998843988615546,0.00010514344364025927,7.721127628842873e-06,2.6858941116485667e-06,1.2132876259985502e-08,2.5345486840429888e-08,7.1052688303971184e-09,6.089430942695913e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,5
0.11335513429883347,0.3759668485073444,0.39268366104213076,-0.1379312659359704,2.9510087515902144,1.000000000001,2.0,2.5465790895071407,1.2555144138510534,3.1972667528879075,3.782962888053079,53.4134650152258,163.43157392421708,238.21596955866337,0.0017997003758263245,164.0625,164.0625,12.467380901398599,210.9375,4.704677397534929,216.796875,3.504473076423773,17.24466293762223,58.748209273515506,17.578125,17.578125,3.9889578763097107,46.875,2.034265282674018,52.734375,1.295544936261698,0.05735769620821407,0.9920194769739248,0.0014665147346124368,7.048980469724739e-05,3.705639465117481e-05,0.0032231526548104662,0.002554362499449537,0.00040396277436700596,0.0002249841634840322,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,6
0.060786807678856615,0.21787807401469905,0.2261987867455106,0.04484108970132376,5.973306029627855,1.000000000001,2.0,4.420890201882779,1.3356054058573767,5.9045648523365495,7.119014646047737,17.067695479757315,151.39989302893036,79.7209431065387,1.3190994818233175e-07,164.0625,164.0625,3.5131456302748156,210.9375,1.314157509909717,216.796875,1.0943606456949875,5.396527043882929,48.954910090185784,17.578125,11.71875,0.9624455358254288,17.578125,1.1017905871547622,52.734375,0.8178749446827946,0.0003006889637948031,0.9999759501627572,1.0751421089076156e-05,1.2136079188043554e-05,1.0727316900614015e-06,1.4484811587014306e-09,6.760887648618743e-08,1.552659809788345e-08,5.021311085032563e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,7
-0.34717487920426593,0.22720803881930776,0.4149143160408095,0.3390141670826313,4.335988637296169,1.000000000001,2.0,2.41013616869909,1.1463076005622959,2.7627574085698585,3.055209673528415,95.46076507079324,34.66021616790349,73.24852519792984,2.9581218754023616e-08,0.0,158.203125,3.2852261321629417,164.0625,5.052510512828516,210.9375,1.8868720229000848,4.621105824826169,65.17616588577508,29.296875,29.296875,1.022038614076265,35.15625,0.7431405688340849,64.453125,0.7460323823283034,0.0022387649036372586,0.9997811008907634,0.00010767160194230554,0.00010611480703522144,4.27659482474397e-06,1.226832539153255e-08,6.83819818128098e-07,5.0769614845114576e-08,8.924767315240767e-08,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,8
-0.49865036149930464,0.21630690933000576,0.543544719455802,2.9971224424859275,19.04511347124719,1.000000000001,2.0,1.8397750253230352,1.0378815089874582,1.9094684794797108,1.9517519395860081,178.24043448228258,6.447196861229535,31.39648860056896,1.0010686351495752e-08,0.0,158.203125,1.0437644536428305,164.0625,1.184998404568254,210.9375,0.44109748110969954,4.12121003108204,28.247973131664924,0.0,0.0,1.7260094768467715,5.859375,0.27715418488727805,17.578125,0.514597174908567,6.394742095353236e-05,0.9999952897233494,4.3682693527850835e-06,2.1776344815729193e-07,1.224642708700406e-07,5.764257571701421e-10,5.77313212312787e-10,4.3664668807425423e-10,1.8919141080385905e-10,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,9
0.34308434565800733,0.18020600347905047,0.387532026968707,-2.9193573560378767,22.748100760177557,1.000000000001,2.0,2.5804318879733508,1.0637124589128246,2.7448375486131957,2.8374028208843187,84.39564658066689,26.78048508645564,206.8975767090145,0.0014900121029538483,0.0,158.203125,0.8331235497826623,164.0625,1.268687783001363,210.9375,0.47769718326211763,3.252908773696753,194.7478602438086,11.71875,0.0,0.3398416160707477,11.71875,0.5383659408532594,17.578125,0.5363962846645461,0.026871879065644356,0.9963417506786502,1.805085572198306e-06,0.001624028273934304,0.002007649272349822,6.043093317959583e-06,6.659465920778697e-06,7.75954611255571e-06,4.304584139144799e-06,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,10
0.2317255574144736,0.1782312723560572,0.29234076076679344,-0.4045212537171224,10.398624248395823,1.000000000001,2.0,3.420665655306007,1.1740974796704353,4.016194924690001,4.454465048397512,41.02912484481583,31.742850124495465,77.99758369705673,2.3537814495680498e-05,0.0,158.203125,1.3092693259811399,164.0625,2.0073656825181607,210.9375,0.763845539483019,2.302504570288911,64.19869755962644,64.453125,52.734375,0.2737826537414432,58.59375,0.30389531252002877,64.453125,0.32785268400259454,0.028034244822862375,0.996189022562113,8.85591394639755e-05,0.0018337102450181081,0.001888376385384555,9.489886745447524e-09,2.637698230365401e-07,2.3745387058201374e-08,3.4662919183154134e-08,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,11
-0.24314040847407864,0.30172267071906017,0.3874968751613156,0.636544891001967,4.757347053839519,1.000000000001,2.0,2.580665972040932,1.2301860821932262,3.1746993615944077,3.721794178698265,71.87548448599541,75.28196201030256,93.2138718057505,5.183095135822869e-08,0.0,158.203125,6.360062541553192,164.0625,6.123249180544498,216.796875,2.307272956081886,12.986851743645351,44.52005181672591,17.578125,11.71875,1.8530103998597385,17.578125,2.1875317404614973,23.4375,1.9180154680746306,0.0005177992518412374,0.9999554077400103,3.519651552584992e-05,8.379370743538402e-06,9.48385080213799e-07,5.028751923865188e-09,5.091607106653197e-08,3.2456051377902778e-09,8.798209017284631e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,12
0.6418880430706083,0.1915940139446817,0.6698720221187402,-3.1162211115807765,23.429399529787258,1.000000000001,2.0,1.4928224600843862,1.023243270884837,1.527520536907096,1.5476624661753167,276.78897648093863,4.756774441344631,26.114018591189307,6.413147111085799e-09,0.0,158.203125,0.8578688421025689,164.0625,1.5975188338779807,210.9375,0.6008763534274109,3.7186123127755657,31.509358745314668,17.578125,0.0,0.6903771657344182,5.859375,0.5212562413791193,17.578125,0.697305525296418,0.0008236078328658534,0.9999237366109568,7.046562869462492e-05,3.9811141880122075e-06,1.7934490105710084e-06,8.073093437054615e-09,7.956647807252925e-09,4.387252952531411e-09,2.7801547302497266e-09,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,13
-0.3044586662361913,0.26874816908892185,0.4061042450356414,0.5929059280276758,4.526486483739145,1.000000000001,2.0,2.462421932854299,1.1681904414309132,2.8765777647302264,3.2371584805442493,84.03745472797043,46.075560859195846,81.74453034668237,2.155958919407159e-06,0.0,158.203125,4.2533540038566136,164.0625,5.775806176050626,210.9375,2.166609155226807,8.956608854291398,51.07338672599532,29.296875,23.4375,0.9340809777411935,29.296875,2.109346497875065,52.734375,1.261028499375467,0.0261858010526188,0.9964712460715479,6.657165758727501e-05,0.0017341024629738367,0.0017273291003293003,7.486543768559301e-09,6.187266156482833e-07,4.611605359240314e-08,7.837834593947378e-08,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,14
-0.4017093614970721,0.240071008837788,0.4679791666300741,1.6307529387272737,10.500144838821601,1.000000000001,2.0,2.1368472601077886,1.1024627989090874,2.3557946112196473,2.5321384760983054,128.35677076294996,23.45137158254515,82.52346200966043,4.060130000338885e-05,0.0,158.203125,3.071359284531603,164.0625,3.7220215622839126,210.9375,1.3764494149657664,9.373211770860983,53.08095409346753,11.71875,11.71875,1.7615378155482737,17.578125,1.7372874258183306,23.4375,0.9195081302022935,0.008491239688861918,0.9990149258752847,5.624809724140716e-07,0.0004983050366375156,0.00048619990178646504,2.0924360014340055e-10,5.471785935986708e-09,1.2098166832036156e-10,9.033055471306668e-10,.\数据集\源域数据集\12kHz_DE_data\B\0007\B007_0.mat,DE,B,12000,15
